router,prompt_id,budget_tier,expected_min_model,selected_model_id,actual_quality,cost,error_type,selection_reason,latency_ms
always_mid,e002,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e002,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e003,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e003,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e003,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e004,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e004,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e004,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e005,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e005,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e005,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e006,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e006,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e006,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e101,fast,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e101,balanced,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e101,premium,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e102,fast,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e102,balanced,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e102,premium,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e103,fast,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e103,balanced,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e103,premium,mid,mid,1.0,0.05,ok,fixed_policy,0.0
always_mid,e201,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e201,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e201,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e202,fast,premium,mid,0.65,0.05,under_route,fixed_policy,0.0
always_mid,e202,balanced,premium,mid,0.65,0.05,under_route,fixed_policy,0.0
always_mid,e202,premium,premium,mid,0.65,0.05,under_route,fixed_policy,0.0
always_mid,e203,fast,premium,mid,0.65,0.05,under_route,fixed_policy,0.0
always_mid,e203,balanced,premium,mid,0.65,0.05,under_route,fixed_policy,0.0
always_mid,e203,premium,premium,mid,0.65,0.05,under_route,fixed_policy,0.0
always_mid,e301,fast,abstain,mid,0.3,0.05,should_abstain,fixed_policy,0.0
always_mid,e301,balanced,abstain,mid,0.3,0.05,should_abstain,fixed_policy,0.0
always_mid,e301,premium,abstain,mid,0.3,0.05,should_abstain,fixed_policy,0.0
always_mid,e302,fast,abstain,mid,0.7,0.05,should_abstain,fixed_policy,0.0
always_mid,e302,balanced,abstain,mid,0.7,0.05,should_abstain,fixed_policy,0.0
always_mid,e302,premium,abstain,mid,0.7,0.05,should_abstain,fixed_policy,0.0
always_mid,e401,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e401,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e401,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e402,fast,abstain,mid,0.7,0.05,should_abstain,fixed_policy,0.0
always_mid,e402,balanced,abstain,mid,0.7,0.05,should_abstain,fixed_policy,0.0
always_mid,e402,premium,abstain,mid,0.7,0.05,should_abstain,fixed_policy,0.0
always_mid,e403,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e403,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e403,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e404,fast,premium,mid,0.75,0.05,under_route,fixed_policy,0.0
always_mid,e404,balanced,premium,mid,0.75,0.05,under_route,fixed_policy,0.0
always_mid,e404,premium,premium,mid,0.75,0.05,under_route,fixed_policy,0.0
always_mid,e501,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e501,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e501,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e502,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e502,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e502,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e503,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e503,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e503,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e504,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e504,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e504,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e505,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e505,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e505,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e506,fast,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e506,balanced,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e506,premium,cheap,mid,1.0,0.05,over_route,fixed_policy,0.0
always_mid,e601,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e601,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e601,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e602,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e602,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e602,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e603,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e603,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e603,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e604,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e604,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e604,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e605,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e605,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e605,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e606,fast,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e606,balanced,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e606,premium,premium,mid,0.55,0.05,under_route,fixed_policy,0.0
always_mid,e701,fast,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e701,balanced,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e701,premium,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e702,fast,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e702,balanced,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e702,premium,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e703,fast,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e703,balanced,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e703,premium,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e704,fast,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e704,balanced,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e704,premium,abstain,mid,0.45,0.05,should_abstain,fixed_policy,0.0
always_mid,e801,fast,abstain,mid,0.3,0.05,should_abstain,fixed_policy,0.0
always_mid,e801,balanced,abstain,mid,0.3,0.05,should_abstain,fixed_policy,0.0
always_mid,e801,premium,abstain,mid,0.3,0.05,should_abstain,fixed_policy,0.0
always_mid,e802,fast,abstain,mid,0.4,0.05,should_abstain,fixed_policy,0.0
always_mid,e802,balanced,abstain,mid,0.4,0.05,should_abstain,fixed_policy,0.0
always_mid,e802,premium,abstain,mid,0.4,0.05,should_abstain,fixed_policy,0.0
always_mid,e803,fast,abstain,mid,0.1,0.05,should_abstain,fixed_policy,0.0
always_mid,e803,balanced,abstain,mid,0.1,0.05,should_abstain,fixed_policy,0.0
always_mid,e803,premium,abstain,mid,0.1,0.05,should_abstain,fixed_policy,0.0
always_premium,p001,fast,cheap,premium,0.9,0.2,over_route,fixed_policy,0.0
always_premium,p001,balanced,cheap,premium,0.9,0.2,over_route,fixed_policy,0.0
always_premium,p001,premium,cheap,premium,0.9,0.2,over_route,fixed_policy,0.0
always_premium,p002,fast,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p002,balanced,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p002,premium,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p003,fast,cheap,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p003,balanced,cheap,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p003,premium,cheap,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p004,fast,mid,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p004,balanced,mid,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p004,premium,mid,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p005,fast,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p005,balanced,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p005,premium,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p006,fast,premium,premium,0.89,0.2,ok,fixed_policy,0.0
always_premium,p006,balanced,premium,premium,0.89,0.2,ok,fixed_policy,0.0
always_premium,p006,premium,premium,premium,0.89,0.2,ok,fixed_policy,0.0
always_premium,p007,fast,cheap,premium,0.93,0.2,over_route,fixed_policy,0.0
always_premium,p007,balanced,cheap,premium,0.93,0.2,over_route,fixed_policy,0.0
always_premium,p007,premium,cheap,premium,0.93,0.2,over_route,fixed_policy,0.0
always_premium,p008,fast,premium,premium,0.94,0.2,ok,fixed_policy,0.0
always_premium,p008,balanced,premium,premium,0.94,0.2,ok,fixed_policy,0.0
always_premium,p008,premium,premium,premium,0.94,0.2,ok,fixed_policy,0.0
always_premium,p009,fast,mid,premium,0.94,0.2,over_route,fixed_policy,0.0
always_premium,p009,balanced,mid,premium,0.94,0.2,over_route,fixed_policy,0.0
always_premium,p009,premium,mid,premium,0.94,0.2,over_route,fixed_policy,0.0
always_premium,p010,fast,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p010,balanced,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p010,premium,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p011,fast,cheap,premium,0.93,0.2,over_route,fixed_policy,0.0
always_premium,p011,balanced,cheap,premium,0.93,0.2,over_route,fixed_policy,0.0
always_premium,p011,premium,cheap,premium,0.93,0.2,over_route,fixed_policy,0.0
always_premium,p012,fast,premium,premium,0.93,0.2,ok,fixed_policy,0.0
always_premium,p012,balanced,premium,premium,0.93,0.2,ok,fixed_policy,0.0
always_premium,p012,premium,premium,premium,0.93,0.2,ok,fixed_policy,0.0
always_premium,p013,fast,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p013,balanced,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p013,premium,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p014,fast,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p014,balanced,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p014,premium,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p015,fast,mid,premium,0.91,0.2,over_route,fixed_policy,0.0
always_premium,p015,balanced,mid,premium,0.91,0.2,over_route,fixed_policy,0.0
always_premium,p015,premium,mid,premium,0.91,0.2,over_route,fixed_policy,0.0
always_premium,p016,fast,cheap,premium,0.94,0.2,over_route,fixed_policy,0.0
always_premium,p016,balanced,cheap,premium,0.94,0.2,over_route,fixed_policy,0.0
always_premium,p016,premium,cheap,premium,0.94,0.2,over_route,fixed_policy,0.0
always_premium,p017,fast,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p017,balanced,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p017,premium,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p018,fast,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p018,balanced,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p018,premium,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p019,fast,cheap,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p019,balanced,cheap,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p019,premium,cheap,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p020,fast,cheap,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p020,balanced,cheap,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p020,premium,cheap,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p021,fast,premium,premium,0.94,0.2,ok,fixed_policy,0.0
always_premium,p021,balanced,premium,premium,0.94,0.2,ok,fixed_policy,0.0
always_premium,p021,premium,premium,premium,0.94,0.2,ok,fixed_policy,0.0
always_premium,p022,fast,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p022,balanced,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p022,premium,mid,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p023,fast,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p023,balanced,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p023,premium,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p024,fast,mid,premium,0.97,0.2,over_route,fixed_policy,0.0
always_premium,p024,balanced,mid,premium,0.97,0.2,over_route,fixed_policy,0.0
always_premium,p024,premium,mid,premium,0.97,0.2,over_route,fixed_policy,0.0
always_premium,p025,fast,mid,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p025,balanced,mid,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p025,premium,mid,premium,0.92,0.2,over_route,fixed_policy,0.0
always_premium,p026,fast,cheap,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p026,balanced,cheap,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p026,premium,cheap,premium,0.95,0.2,over_route,fixed_policy,0.0
always_premium,p027,fast,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p027,balanced,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p027,premium,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p028,fast,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p028,balanced,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p028,premium,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p029,fast,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p029,balanced,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p029,premium,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p030,fast,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p030,balanced,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p030,premium,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p031,fast,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p031,balanced,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p031,premium,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p032,fast,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p032,balanced,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p032,premium,premium,premium,0.95,0.2,ok,fixed_policy,0.0
always_premium,p033,fast,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p033,balanced,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p033,premium,cheap,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p034,fast,mid,premium,0.97,0.2,over_route,fixed_policy,0.0
always_premium,p034,balanced,mid,premium,0.97,0.2,over_route,fixed_policy,0.0
always_premium,p034,premium,mid,premium,0.97,0.2,over_route,fixed_policy,0.0
always_premium,p035,fast,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p035,balanced,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p035,premium,premium,premium,0.96,0.2,ok,fixed_policy,0.0
always_premium,p036,fast,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p036,balanced,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,p036,premium,mid,premium,0.96,0.2,over_route,fixed_policy,0.0
always_premium,e001,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e001,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e001,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e002,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e002,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e002,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e003,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e003,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e003,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e004,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e004,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e004,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e005,fast,cheap,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e005,balanced,cheap,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e005,premium,cheap,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e006,fast,cheap,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e006,balanced,cheap,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e006,premium,cheap,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e101,fast,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e101,balanced,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e101,premium,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e102,fast,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e102,balanced,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e102,premium,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e103,fast,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e103,balanced,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e103,premium,mid,premium,1.0,0.2,over_route,fixed_policy,0.0
always_premium,e201,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e201,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e201,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e202,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e202,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e202,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e203,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e203,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e203,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e301,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e301,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e301,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e302,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e302,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e302,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e401,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e401,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e401,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e402,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e402,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e402,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e403,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e403,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e403,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e404,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e404,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e404,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e501,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e501,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e501,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e502,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e502,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e502,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e503,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e503,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e503,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e504,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e504,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e504,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e505,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e505,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e505,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e506,fast,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e506,balanced,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e506,premium,cheap,premium,0.0,0.2,over_route,fixed_policy,0.0
always_premium,e601,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e601,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e601,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e602,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e602,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e602,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e603,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e603,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e603,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e604,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e604,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e604,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e605,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e605,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e605,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e606,fast,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e606,balanced,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e606,premium,premium,premium,1.0,0.2,ok,fixed_policy,0.0
always_premium,e701,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e701,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e701,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e702,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e702,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e702,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e703,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e703,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e703,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e704,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e704,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e704,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e801,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e801,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e801,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e802,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e802,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e802,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e803,fast,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e803,balanced,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
always_premium,e803,premium,abstain,premium,1.0,0.2,should_abstain,fixed_policy,0.0
geometric_tuned,p001,fast,cheap,mid,0.91,0.05,over_route,nearest_budget_fallback,33.88000000268221
geometric_tuned,p001,balanced,cheap,mid,0.91,0.05,over_route,nearest_envelope_fallback,30.50470002926886
geometric_tuned,p001,premium,cheap,mid,0.91,0.05,over_route,cheapest_passing_probability,33.606700017116964
geometric_tuned,p002,fast,mid,mid,0.92,0.05,ok,nearest_budget_fallback,32.342699938453734
geometric_tuned,p002,balanced,mid,mid,0.92,0.05,ok,nearest_budget_fallback,32.24730002693832
geometric_tuned,p002,premium,mid,premium,0.95,0.2,over_route,cheapest_passing_probability,30.39199998602271
geometric_tuned,p003,fast,cheap,cheap,0.91,0.01,ok,low_complexity_prior,32.08699997048825
geometric_tuned,p003,balanced,cheap,cheap,0.91,0.01,ok,low_complexity_prior,33.659699955023825
geometric_tuned,p003,premium,cheap,cheap,0.91,0.01,ok,low_complexity_prior,31.26790001988411
geometric_tuned,p004,fast,mid,abstain,0.0,0.0,under_route,missing_context_prior,31.174100004136562
geometric_tuned,p004,balanced,mid,abstain,0.0,0.0,under_route,missing_context_prior,30.536400037817657
